variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
masi_i21,"MASI, question 21",People look down upon me if I practice customs from my family's heritage culture.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, strongly disagree | 2,  | 3,  | 4,  | 5, strongly agree",NA,1,NA,direct-redcap
masi_i22,"MASI, question 22",I have had conflicts with others because I prefer American customs over those from my family's heritage culture.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, strongly disagree | 2,  | 3,  | 4,  | 5, strongly agree",NA,1,NA,direct-redcap
masi_i23,"MASI, question 23",People look down upon me if I practice American customs.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, strongly disagree | 2,  | 3,  | 4,  | 5, strongly agree",NA,1,NA,direct-redcap
masi_i24,"MASI, question 24",I feel uncomfortable when others expect me to know the ways of doing things in my family's heritage culture.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, strongly disagree | 2,  | 3,  | 4,  | 5, strongly agree",NA,1,NA,direct-redcap
masi_i25,"MASI, question 25",I feel uncomfortable because my family members do not know the ways of doing things from their heritage culture.,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, strongly disagree | 2,  | 3,  | 4,  | 5, strongly agree",NA,1,NA,direct-redcap
masi_scrdTotal,MASI total score,sum of all masi items (NA if masi_percTotal < 1) ,s1_r1_e1,Integer,"[25,125]",NA,NA,1,NA,code-instruments
masi_scrdHLComp,MASI heritage language competence pressure subscore,sum of masi items 1-7 (NA if masi_percHLComp < 1) ,s1_r1_e1,Integer,"[7,35]",NA,NA,1,NA,code-instruments
masi_scrdENComp,MASI English competence pressure subscore,sum of masi items 8-14 (NA if masi_percENComp < 1) ,s1_r1_e1,Integer,"[7,35]",NA,NA,1,NA,code-instruments
masi_scrdAccPro,MASI pressure to acculturate subscore,sum of masi items 15-21 (NA if masi_percAccPro < 1) ,s1_r1_e1,Integer,"[7,35]",NA,NA,1,NA,code-instruments
masi_scrdAccCon,MASI pressure against acculturation subscore,sum of masi items 22-25 (NA if masi_percAccCon < 1) ,s1_r1_e1,Integer,"[4,20]",NA,NA,1,NA,code-instruments
masi_percTotal,MASI total percentage response,percentage of response for all masi items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
masi_percHLComp,MASI heritage language competence pressure subscore percentage response,percentage of response for masi HLComp items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
masi_percENComp,MASI English competence pressure subscore percentage response,percentage of response for masi ENComp items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
masi_percAccPro,MASI pressure to acculturate subscore percentage response,percentage of response for masi AccPro items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
masi_percAccCon,MASI pressure against acculturation subscore percentage response,percentage of response for masi AccCon items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
