variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
scaared_b_i23,"SCAARED (version b), question 23",I am a worrier.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i24,"SCAARED (version b), question 24","When I worry a lot, I have trouble sleeping.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i25,"SCAARED (version b), question 25",I get really frightened for no reason at all.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i26,"SCAARED (version b), question 26",I am afraid to be alone in the house.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i27,"SCAARED (version b), question 27",It is hard for me to talk with people I don't know well.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i28,"SCAARED (version b), question 28","When I get anxious, I feel like I'm choking.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i29,"SCAARED (version b), question 29",People tell me that I worry too much.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i30,"SCAARED (version b), question 30",I don't like to be away from my family.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i31,"SCAARED (version b), question 31","When I worry a lot, I feel restless.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i32,"SCAARED (version b), question 32",I am afraid of having anxiety (or panic) attacks.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i33,"SCAARED (version b), question 33",I worry that something bad might happen to my family.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i34,"SCAARED (version b), question 34",I feel shy with people I don't know well.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i35,"SCAARED (version b), question 35",I worry about what is going to happen in the future.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i36,"SCAARED (version b), question 36","When I get anxious, I feel like throwing up.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i37,"SCAARED (version b), question 37",I worry about how well I do things.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i38,"SCAARED (version b), question 38",I am afraid to go outside or to crowded places by myself.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i39,"SCAARED (version b), question 39",I worry about things that have already happened.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i40,"SCAARED (version b), question 40","When I get anxious, I feel dizzy.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i41,"SCAARED (version b), question 41","I feel nervous when I am with other people and I have to do something while they watch me (for example: speak, play a sport.)",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i42,"SCAARED (version b), question 42","I feel nervous when I go to parties, dances, or any place where there will be people that I don't know well.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i43,"SCAARED (version b), question 43",I am shy.,s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_i44,"SCAARED (version b), question 44","When I worry a lot, I feel irritable.",s1_r1_e1,Likert,"0, 1, 2","0, Not true or hardly ever true | 1, Somewhat true or sometimes true | 2, Very true or often true",NA,1,NA,direct-redcap
scaared_b_scrdTotal,SCAARED (versionb b) total score,sum of all scaared_b items (NA if scaared_b_percTotal < 1),s1_r1_e1,Integer,"[0,88]",NA,NA,1,NA,code-instruments
scaared_b_scrdPaSo,SCAARED (versionb b) panic disorder score,"sum of scaared_b items 1, 2, 6, 9, 11, 12, 15, 17, 18, 19, 22, 25, 28, 32, 36, 38, and 40 (NA if scaared_b_percPaSo < 1)",s1_r1_e1,Integer,"[0,51]",NA,NA,1,NA,code-instruments
scaared_b_scrdGA,SCAARED (versionb b) generalized anxiety score,"sum of scaared_b  items 5, 7, 8, 14, 21, 23, 24, 29, 31, 35, 37, 39, and 44 (NA if scaared_b_percGA < 1)",s1_r1_e1,Integer,"[0,26]",NA,NA,1,NA,code-instruments
scaared_b_scrdSep,SCAARED (versionb b) separation anxiety score,"sum of scaared_b items 4, 13, 16, 20, 26, 30, and 33 (NA if scaared_b_percSep < 1)",s1_r1_e1,Integer,"[0,14]",NA,NA,1,NA,code-instruments
scaared_b_scrdSoc,SCAARED (versionb b) social phobias score,"sum of scaared_b  items 3, 10, 27, 34, 41, 42, and 43 (NA if scaared_b_percSoc < 1)",s1_r1_e1,Integer,"[0,14]",NA,NA,1,NA,code-instruments
scaared_b_percTotal,SCAARED (version b) total percentage response,percentage of response for all scaared_b items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
scaared_b_percPaSo,SCAARED (version b) panic disorder percentage response,percentage of response for scaared_b panic disorder items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
scaared_b_percGA,SCAARED (versionb b) generalized anxiety percentage response,percentage of response for scaared_b generalized anxiety items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
scaared_b_percSep,SCAARED (versionb b) separation anxiety percentage response,percentage of response for scaared_b separation anxiety items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
scaared_b_percSoc,SCAARED (versionb b) social phobias percentage response,percentage of response for scaared_b social phobias items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
