variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
demo_c_profen,English langauge proficiency,How would you rate your English language proficiency?,s1_r1_e1,Likert,"1, 2, 3, 4, 5","1, Native | 2, Advanced | 3, Intermediate | 4, Elementary | 5, Not proficient",NA,1,NA,direct-redcap
demo_c_edu,Educational background,Which category describes your education? Select all that apply to you:,s1_r1_e1,Likert,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","1, Some high school | 2, High school diploma or equivalent | 3, Vocational training | 4, Some college | 5, Associate's degree (e.g., AA, AE, AFA, AS, ASN) | 6, Bachelor's degree (e.g., BA, BBA BFA, BS) | 7, Some post undergraduate work | 8, Master's degree (e.g., MA, MBA, MFA, MS, MSW) | 9, Specialist degree (e.g., EdS) | 10, Applied or professional doctorate degree (e.g., MD, DDC, DDS, JD, PharmD) | 11, Doctorate degree (e.g., EdD, PhD) | 12, Other (please specify)",NA,1,NA,direct-redcap
demo_c_othered,Specification of other educational background,"If demo_b_edu=Other, specification",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_familiar,Familiarity with NDCLab research,Have you previously read about our work?,s1_r1_e1,Logical,"0, 1","0, Yes | 1, No",NA,1,NA,direct-redcap
demo_c_socclass,Social class identification,Which social class group do you identify with?,s1_r1_e1,Likert,"1, 2, 3, 4","1, Poor | 2, Working class | 3, Middle class | 4, Affluent",NA,1,NA,direct-redcap
demo_c_income,Total family income,"Please check the category that tells us your approximate total family income for A YEAR. Consider all sources of income, including earnings, welfare cash assistance, child support alimonies, support from other members of your household who regularly contribute to your household, etc.",s1_r1_e1,Likert,"1, 2, 3, 4, 5, 6, 7, 8, 9","1, Less than $10,000 | 2, $10,001 to $15,000 | 3, $15,001 to $25,000 | 4, $25,001 to $50,000 | 5, $50,001 to $75,000 | 6, $75,001 to $100,000 | 7, $100,001 to $150,000 | 8, $150,00 to $200,000 | 9, more than $200,000.",NA,1,NA,direct-redcap
demo_c_takemeds,Current medication,Are you currently taking any medications?,s1_r1_e1,Logical,"1, 2","1, Yes (please specify) | 2, No",NA,1,NA,direct-redcap
demo_c_meds,Specification of current medications,"If demo_b_takemeds=Yes, Please specify drug name, dosage, and how long you have been taking this medication at this dosage.",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_neuro,Neurological disorder diagnosis,"Have you currently/previously been diagnosed with a neurological disorder (epilepsy, Parkinson's, etc.)?",s1_r1_e1,Logical,"0, 1","1, Yes (please specify) | 0, No",NA,1,NA,direct-redcap
demo_c_neurodis,Specification of neurological disorder diagnosis,"If demo_b_neuro=Yes, Please specify which disorder(s):",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_diagnose,Mental health disorder diagnosis,"Have you currently/previously been diagnosed with a mental health disorder (anxiety, depression, etc.)?",s1_r1_e1,Categorical,"1, 2, 3","1, Yes (please specify) | 2, No | 3, I prefer not to answer",NA,1,NA,direct-redcap
demo_c_disorders,Specification of mental health disorder diagnosis,"If demo_b_diagnose=Yes, Please specify which disorder(s):",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_comdiskid,Communication disorder history (childhood diagnosis),"Have you ever been diagnosed with a communication disorder (e.g. stuttering, language disorders, dyslexia, voice disorders, articulation disorders, pragmatic disorders such as autism): As a child?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_comdisteen,Communication disorder history (teenage diagnosis),"Have you ever been diagnosed with a communication disorder (e.g. stuttering, language disorders, dyslexia, voice disorders, articulation disorders, pragmatic disorders such as autism): As a teenager?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_comdisad,Communication disorder history (adult diagnosis),"Have you ever been diagnosed with a communication disorder (e.g. stuttering, language disorders, dyslexia, voice disorders, articulation disorders, pragmatic disorders such as autism): As an adult?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_diagchil,Specification of communication disorder history (childhood diagnosis),"If demo_b_comdiskid=Yes, What was the diagnosis when you were a child?",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_diagkidnow,Current applicability of communication disorder history (childhood diagnosis),"If demo_b_comdiskid=Yes, Does the diagnosis from when you were a child currently apply to you?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_diagteen,Specification of communication disorder history (teenage diagnosis),"If demo_b_comdisteen=Yes, What was the diagnosis when you were a teenager?",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_diateennow,Current applicability of communication disorder history (teenage diagnosis),"If demo_b_comdisteen=Yes, Does the diagnosis from when you were a teenager currently apply to you?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
demo_c_diagad,Specification of communication disorder history (adult diagnosis),"If demo_b_comdisad=Yes, What was the diagnosis when you were an adult?",s1_r1_e1,Char,text,NA,NA,1,NA,direct-redcap
demo_c_diagadnow,Current applicability of communication disorder history (adult diagnosis),"If demo_b_comdisad=Yes, Does the diagnosis from when you were an adult currently apply to you?",s1_r1_e1,Logical,"0, 1","1, Yes | 0, No",NA,1,NA,direct-redcap
