variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
ierq_i11,"IERQ, question 11",Seeing how others would handle the same situation helps me when I am frustrated.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i12,"IERQ, question 12",I look to others for comfort when I feel upset.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i13,"IERQ, question 13","Because happiness is contagious, I seek out other people when I'm happy.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i14,"IERQ, question 14","When I am annoyed, others can soothe me by telling me not to worry.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i15,"IERQ, question 15","When I'm sad, it helps me to hear how others have dealt with similar feelings.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i16,"IERQ, question 16",I look to other people when I feel depressed just to know that I am loved.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i17,"IERQ, question 17",Having people telling me not to worry can calm me down when I am anxious.,s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i18,"IERQ, question 18","When I feel elated, I seek out other people to make them happy.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i19,"IERQ, question 19","When I feel sad, I seek out others for consolation.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_i20,"IERQ, question 20","If I'm upset, I like knowing what other people would do if they were in my situation.",s1_r1_e1,Integer,"1, 2, 3, 4, 5","1, Not true for me at all (1) | 2, A little bit (2) | 3, Moderately (3) | 4, Quite a bit (4) | 5, Extremely true for me (5)",NA,1,NA,direct-redcap
ierq_scrdEnh,IERQ enhancing positive affect subscore,"sum of ierq items 3, 6, 8, 13, and 18 (NA if ierq_percEnh < 1)",s1_r1_e1,Integer,"[5,25]",NA,NA,1,NA,code-instruments
ierq_scrdPer,IERQ perspective taking subscore,"sum of ierq items 2, 7, 10, 14, and 17 (NA if ierq_percPer < 1)",s1_r1_e1,Integer,"[5,25]",NA,NA,1,NA,code-instruments
ierq_scrdSoo,IERQ soothing subscore,"sum of ierq items 4, 9, 12, 16, and 19 (NA if ierq_percSoo < 1)",s1_r1_e1,Integer,"[5,25]",NA,NA,1,NA,code-instruments
ierq_scrdMod,IERQ social modeling subscore,"sum of ierq items 1, 5, 11, 15, and 20 (NA if ierq_percMod < 1)",s1_r1_e1,Integer,"[5,25]",NA,NA,1,NA,code-instruments
ierq_percEnh,IERQ enhancing positive affect percentage response,percentage of response for ierq enhancing positive affect items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
ierq_percPer,IERQ perspective taking percentage response,percentage of response for ierq perspective taking items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
ierq_percSoo,IERQ soothing percentage response,percentage of response for ierq soothing items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
ierq_percMod,IERQ social modeling percentage response,percentage of response for ierq social modeling items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
