variable,description,detail,allowedSuffix,valueType,allowedValues,valueInfo,naValueType,activeStatus,replacement,provenance
epepq15_i10,"EPEPQ15, question 10",Did you think about anxious feelings that you had experienced during the event?,s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 0 (not at all) | 1,  | 2,  | 3,  | 4,  | 5, 5 | 6,  | 7,  | 8,  | 9,  | 10, 10 (very much so)",NA,1,NA,direct-redcap
epepq15_i11,"EPEPQ15, question 11",When remembering the situation did other instances of past failure that you had experienced in the same way come into your mind?,s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 0 (not at all) | 1,  | 2,  | 3,  | 4,  | 5, 5 | 6,  | 7,  | 8,  | 9,  | 10, 10 (very much so)",NA,1,NA,direct-redcap
epepq15_i12,"EPEPQ15, question 12",Did you criticize yourself for your behavior in the situation?,s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 0 (not at all) | 1,  | 2,  | 3,  | 4,  | 5, 5 | 6,  | 7,  | 8,  | 9,  | 10, 10 (very much so)",NA,1,NA,direct-redcap
epepq15_i13,"EPEPQ15, question 13",Did you think about the event more than you wanted to?,s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 0 (not at all) | 1,  | 2,  | 3,  | 4,  | 5, 5 | 6,  | 7,  | 8,  | 9,  | 10, 10 (very much so)",NA,1,NA,direct-redcap
epepq15_i14,"EPEPQ15, question 14",Did you think about bodily sensations you had experienced in the situation?,s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","0, 0 (not at all) | 1,  | 2,  | 3,  | 4,  | 5, 5 | 6,  | 7,  | 8,  | 9,  | 10, 10 (very much so)",NA,1,NA,direct-redcap
epepq15_i15,"EPEPQ15, question 15","In my memories about the event, I saw myself (my behavior, my attributes)...",s1_r1_e1,Likert,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10","1, ...in a positive way | 2,  | 3,  | 4,  | 5,  | 6,  | 7,  | 8,  | 9,  | 10,  | 11, ...in a negative way",NA,1,NA,direct-redcap
epepq15_scrdTotal,EPEPQ15 total score,average of all epepq15 items (NA if epepq15_percTotal < 0.8),s1_r1_e1,Real,"[0,10]",NA,NA,1,NA,code-instruments
epepq15_scrdCI,EPEPQ15 cognitive interference subscore,"average of epepq15 items 1, 2, 3, 4, 5, 6, and 13 (NA if epepq15_percCI < 0.8)",s1_r1_e1,Real,"[0,10]",NA,NA,1,NA,code-instruments
epepq15_scrdNS,EPEPQ15 negative self subscore,"average of epepq15 items 8, 9, 12, and 15 (NA if epepq15_percNS < 0.8)",s1_r1_e1,Real,"[0,10]",NA,NA,1,NA,code-instruments
epepq15_scrdTP,EPEPQ15 thoughts about the past subscore,"average of epepq15 items 7, 10, 11, and 14 (NA if epepq15_percTP < 0.8)",s1_r1_e1,Real,"[0,10]",NA,NA,1,NA,code-instruments
epepq15_percTotal,EPEPQ15 percentage response,percentage of response for all epepq15 items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
epepq15_percCI,EPEPQ15 cognitive interference percentage response,percentage of response for epepq15 cognitive interference items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
epepq15_percNS,EPEPQ15 negative self percentage response,percentage of response for epepq15 negative self items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
epepq15_percTP,EPEPQ15 thoughts about the past percentage response,percentage of response for epepq15 thoughts about the past items (NA if all items are blank),s1_r1_e1,Real,"[0,1]",NA,NA,1,NA,code-instruments
